SITE_UPRN,SITE_NAME,PRIMARY_ADDRESS,STREET,LOCALITY,TOWN,COUNTY,POSTCODE,GIA,EASTING,NORTHING,PARISH,DISTRICT,SUBCLIENT,SITESTATUS,SITEFUNCTIONDETAIL 
442601,LAND FOR PROPOSED HIGH BICKINGTON PRIMARY SCHOOL-PART OF LITTLE BICKINGTON FARM ESTATE,,CROSS PARK,HIGH BICKINGTON,UMBERLEIGH,DEVON,EX37 9BA,,260205.00,120348.00,,TORRIDGE,Education Administration,Proposed Development,Proposed new property
442701,IVYBRIDGE CHILDRENS CENTRE,,ERME COURT,ST LEONARDS ROAD,IVYBRIDGE,DEVON,PL21 0SZ,214.00,263683.00,56099.00,Ivybridge CP,SOUTH HAMS,Childrens Services,Leasehold,Childrens Centre
442901,ILFRACOMBE TYRRELL HOSPITAL,,ST BRANNOCKS PARK ROAD,,ILFRACOMBE,DEVON,EX34 8JF,0,251683.00,147198.00,,NORTH DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
443501,COUNTESS WEAR BRIDGES,,BRIDGE ROAD,COUNTESS WEAR,EXETER,DEVON,EX2 7BA,0,294197.00,89569.00,,EXETER,Highway Management,Freehold,Foot / Road / rail bridge
443601,"ENVIRONMENTAL AREA AT CASSIDA COTTAGE, WESTLEIGH",,,WESTLEIGH,TIVERTON,DEVON,EX16 7HN,,306161.00,116458.00,Burlescombe CP,MID DEVON,Countryside,Freehold,Amenity tree planting
444001,WEST SIDE YOUTH CENTRE,,MERRIVALE ROAD,ST THOMAS,EXETER,DEVON,EX4 1PT,350.00,290685.00,92015.00,Exeter,EXETER,Youth services,Leasehold,Integrated Youth Support Centre
444401,FRANKLYN HOUSE,,COWICK LANE,,EXETER,DEVON,EX2 9HS,1628.00,290700.00,91449.00,,EXETER,Learning Disability,Unknown Agreement,Offices
444701,RIVERSIDE COMMUNITY MENTAL HEALTH TEAM,,RIVERSIDE,LITCHDON STREET,BARNSTAPLE,DEVON,EX32 8ND,0,256090.00,132742.00,,NORTH DEVON,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
444901,TEIGN VIEW COMMUNITY MENTAL HEALTH TEAM,16,ORCHARD GARDENS,,TEIGNMOUTH,DEVON,TQ14 8DS,0,294113.00,72954.00,,TEIGNBRIDGE,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
445001,EXMOUTH COMMUNITY HOSPITAL ANNEX,,CLAREMONT GROVE,,EXMOUTH,DEVON,EX8 2JW,0,289730.00,62179.00,,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
445101,CULVERHAY COMMUNITY MENTAL HEALTH TEAM,24,MIDVALE ROAD,,PAIGNTON,,TQ4 5BD,0,288748.00,60440.00,,SOUTH HAMS,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
445201,WAVERLEY HOUSE,1,ST LUKES ROAD,,TORQUAY,TORBAY,TQ2 5NU,0,291290.00,64090.00,,SOUTH HAMS,Joint Agency Schemes,Unknown Agreement,Offices
445301,SOUTH MOLTON COMMUNITY HOSPITAL,,WIDGERY DRIVE,,SOUTH MOLTON,DEVON,EX36 4DP,0,271165.00,125767.00,,NORTH DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
445501,WHIPTON  CHILDRENS CENTRE,,HILL LANE,WHIPTON,EXETER,DEVON,EX1 3JP,554.10,294770.00,93445.00,Exeter,EXETER,Sure Start / NCH,Freehold but entirely leased off by others,Childrens Centre
445601,OKEHAMPTON PUZZLE TREE,,CASTLE ROAD,,OKEHAMPTON,DEVON,EX20 1HT,0,258715.00,94991.00,Okehampton CP,WEST DEVON,Learning Disability,Memo of Arrangement / User Agreement,Learning disabilities centre
445701,EXMOUTH COMMUNITY MENTAL HEALTH TEAM,34,DANBY TERRACE,,EXMOUTH,DEVON,EX8 1QS,0,300439.00,81273.00,,EAST DEVON,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
446301,FERNWOOD TORRIDGE COMMUNITY MENTAL HEALTH TEAM,14,CLOVELLY ROAD,,BIDEFORD,DEVON,EX39 3BU,0,244866.00,126292.00,,TORRIDGE,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
446401,WEST DEVON COMMUNITY MENTAL HEALTH TEAM,,PLYMOUTH ROAD,,TAVISTOCK,DEVON,PL19 8AB,0,247911.00,74234.00,,WEST DEVON,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
446501,THE GABLES ILFRACOMBE CMHT,1,BELMONT ROAD,,ILFRACOMBE,DEVON,EX34 8DR,0,251396.00,147239.00,,NORTH DEVON,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
446801,TOTNES THE BOATSHED,,STEAMER QUAY ROAD,,TOTNES,DEVON,TQ9 5AL,178.40,280795.00,59796.00,Totnes CP,SOUTH HAMS,Learning Disability,Leasehold,Learning disabilities centre
447101,DARTMOUTH MARJORIE TOMLINSON LIBRARY,,FLAVEL PLACE,,DARTMOUTH,DEVON,TQ6 9ND,271.00,287738.00,51429.00,Dartmouth CP,SOUTH HAMS,Library & Information Services,Leasehold,Library
447201,EXETER TREETOPS RESPITE UNIT,,NICHOLS WAY,POLSLOE ROAD,EXETER,DEVON,EX1  2HD,297.00,293174.00,93299.00,,EXETER,Learning Disability,Freehold,Special care unit
447301,SOUTH MOLTON LIBRARY,125,EAST STREET,,SOUTH MOLTON,DEVON,EX36 3BU,468.00,271545.00,125883.00,,NORTH DEVON,Library & Information Services,Leasehold,Library
447501,LAND OFF WEAR BARTON ROAD EXETER,,WEAR BARTON ROAD,COUNTESS WEAR,EXETER,DEVON,EX2 7EQ,,294959.00,89239.00,Exeter,EXETER,Education Administration,Freehold,Unsaleable
447601,BRAUNTON CHILDREN'S CENTRE,,,RMB CHIVENOR,BARNSTAPLE,DEVON,EX31 4AZ,0,250356.00,134488.00,,NORTH DEVON,Childrens Services,Partnership,Childrens Centre
447701,ABC CHILDRENS CENTRE,PO Box 4,24 FORE STREET,,BUCKFASTLEIGH,DEVON,TQ11 0AA,0,273913.00,66027.00,,TEIGNBRIDGE,Childrens Services,Unknown Agreement,Childrens Centre
447901,EAST DEVON PCT EXETER AIRPORT OFFICES,UNIT 1,EXETER INTERNATIONAL OFFICE PARK,,CLYST HONITON,EXETER,EX5 2HL,606.00,300276.00,93164.00,,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
448101,DARTINGTON CHURCH OF ENGLAND PRIMARY SCHOOL,,,DARTINGTON,TOTNES,DEVON,TQ9  6JU,2061.00,278550.00,62426.00,Dartington CP,SOUTH HAMS,Education Schools,Mixed Tenure,Primary school
448102,DARTINGTON CHURCH OF ENGLAND PRIMARY SCHOOL - CAR PARK,,Shinners Bridge,Dartington,Totnes,Devon,TQ9 6JU,,278582.00,62279.00,Dartington CP,SOUTH HAMS,Education Schools,Licence,Primary school
448201,ROOM 13 - INTEGRATED YOUTH CENTRE - OKEHAMPTON,13,ST JAMES STREET,,OKEHAMPTON,DEVON,EX20 1DJ,149.00,258851.00,95161.00,Okehampton CP,WEST DEVON,Youth services,Leasehold,Integrated Youth Support Centre
448401,NORTHAM LODGE,,HEYWOOD ROAD,NORTHAM,BIDEFORD,DEVON,EX39 3QB,0,245010.00,128200.00,,TORRIDGE,Older People & Physical Disability,Unknown Agreement,Day centre for older people
449001,MILLBROOK CENTRE,,MILL LANE,ALPHINGTON,EXETER,DEVON,EX2 8SG,228.00,291467.00,90264.00,Exeter,EXETER,Older People & Physical Disability,Freehold,Day centre for older people
449101,DEVON COUNTY COUNCIL MY DEVON CUSTOMER SERVICE CENTRE,UNIT 7,"MILLENNIUM PLACE, LOWMAN WAY",TIVERTON BUSINESS PARK,TIVERTON,DEVON,EX16 6SB,542.00,297273.00,113524.00,Tiverton CP,MID DEVON,Devon ICT Services,Leasehold,Offices
449201,BLACKDOWN HILLS HEMYOCK OFFICE,,STATION ROAD,HEMYOCK,CULLOMPTON,DEVON,EX15 3SJ,105.00,313926.00,113970.00,Hemyock CP,MID DEVON,Countryside,Leasehold,Offices
449401,HATHERLEIGH CHILDRENS CENTRE,,BOWLING GREEN LANE,HATHERLEIGH,OKEHAMPTON,DEVON,EX20 3HB,197.00,254005.00,104215.00,Hatherleigh CP,WEST DEVON,Childrens Services,Leasehold,Childrens Centre
449501,EXETER CENTRAL LIBRARY (TEMPORARY SITE IN FORMER REGISTRARS OFFICE),,CASTLE STREET,,EXETER,DEVON,EX4 3PQ,2565.70,292131.00,92862.00,Exeter,EXETER,Registrars,Freehold,Library
450001,ST MARTINS C OF E VA PRIMARY AND NURSERY SCHOOL,,YOUNG HAYES ROAD,CRANBROOK,EXETER,DEVON,EX5 7DT,0,300310.00,95164.00,Broad Clyst CP,EAST DEVON,Education Schools,Freehold,Primary school
450401,BAMPTON CHURCH OF ENGLAND PRIMARY SCHOOL,,SCHOOL CLOSE,BAMPTON,TIVERTON,DEVON,EX16 9NW,978.00,295125.00,122110.00,Bampton CP,MID DEVON,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
450901,IVYBRIDGE YOUTH CENTRE,,ST LEONARDS ROAD,,IVYBRIDGE,DEVON,PL21 0SL,253.00,263555.00,56037.00,Ivybridge CP,SOUTH HAMS,Youth services,Memo of Arrangement / User Agreement,Integrated Youth Support Centre
451001,LAND LEASED OUT FOR NEWTON ABBOT LEISURE CENTRE,,HIGHWEEK ROAD,,NEWTON ABBOT,DEVON,TQ12 2SH,2421.00,285439.00,71604.00,Newton Abbot CP,TEIGNBRIDGE,Education Administration,Joint Freehold with District,Held for an agreed Community use
451601,THE TAMAR VALLEY MINING HERITAGE PROJECT,,,GULWORTHY,TAVISTOCK,DEVON,PL19 8JG,,244245.00,72788.00,,WEST DEVON,Countryside,Freehold,Country park / amenity area
451901,FORMER GRENVILLE PRU CENTRE,,RINGSWELL AVENUE,,EXETER,DEVON,EX1 3EG,1021.00,295191.00,92562.00,Exeter,EXETER,Education Schools,Freehold,Surplus property / land
452201,TAVISTOCK YOUTH CAFÉ,,CRELAKE INDUSTRIAL ESTATE,PIXON LANE,TAVISTOCK,DEVON,PL19 8DH,0,247947.00,73947.00,,WEST DEVON,Youth services,Unknown Agreement,Integrated Youth Support Centre
452501,VOLUNTARY YOUTH SERVICE,,RETAIL PARK CLOSE,MARSH BARTON,EXETER,DEVON,EX2 8LG,0,291546.00,91132.00,,EXETER,Youth services,Non DCC building,Offices
452701,BIDEFORD CHILDRENS CENTRE,,VICTORIA PARK,RIVERBANK,BIDEFORD,DEVON,EX39 2QS,574.80,245558.00,127232.00,Bideford CP,TORRIDGE,Childrens Services,Leasehold,Childrens Centre
452801,HORIZONS YOUTH CENTRE - KINGSBRIDGE,110,FORE STREET,,KINGSBRIDGE,DEVON,TQ7 1AW,228.00,273437.00,44579.00,Kingsbridge CP,SOUTH HAMS,Youth services,Freehold,Integrated Youth Support Centre
452901,BARNSTAPLE CHILDRENS CENTRE,,VICTORIA ROAD,,BARNSTAPLE,DEVON,EX32 8NP,0,256675.00,132848.00,Barnstaple CP,NORTH DEVON,Sure Start / NCH,Partnership,Childrens Centre
453001,BIDEFORD COMMUNITY COLLEGE,,ABBOTSHAM ROAD,,BIDEFORD,DEVON,EX39 3AR,19173.80,244358.00,126399.00,,TORRIDGE,Education Schools,Trust School,Secondary school
453002,FORMER BIDEFORD COLLEGE-GENEVA PLACE SITE,,ABBOTSHAM ROAD,,BIDEFORD,DEVON,EX39 3AR,2643.00,244729.00,126407.00,,TORRIDGE,Education Schools,Freehold,Secondary school
453003,BIDEFORD COLLEGE-MORETON PARK PLAYING FIELDS,,ABBOTSHAM ROAD,,BIDEFORD,DEVON,EX39 3AR,355.60,243848.00,126222.00,,TORRIDGE,Education Schools,Freehold,Secondary school
453004,BIDEFORD COLLEGE-MORETON WOODS,,ABBOTSHAM ROAD,,BIDEFORD,DEVON,EX39 3AR,,243657.00,125969.00,,TORRIDGE,Education Schools,Freehold,Secondary school
453101,BUDLEIGH SALTERTON COMMUNITY HOSPITAL,,EAST BUDLEIGH ROAD,,BUDLEIGH SALTERTON,DEVON,EX9 6HF,0,306793.00,82138.00,,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
453201,KINGSTEIGNTON YOUTH CENTRE,,BROADWAY ROAD,,KINGSTEIGNTON,DEVON,TQ12 3EH,376.00,286937.00,73147.00,Kingsteignton CP,TEIGNBRIDGE,Youth services,Memo of Arrangement / User Agreement,Integrated Youth Support Centre
453401,MARPOOL CHILDRENS CENTRE,,MOORFIELD ROAD,WITHYCOMBE RALEIGH,EXMOUTH,DEVON,EX8 3QW,211.90,301339.00,81913.00,Exmouth CP,EAST DEVON,Childrens Services,Freehold but entirely leased off by others,Childrens Centre
453501,CREDITON THE CHAMBERS,1,BANK PLACE,MARKET STREET,CREDITON,DEVON,EX17 2AJ,224.00,283246.00,100358.00,Crediton CP,MID DEVON,Learning Disability,Leasehold,Learning disabilities centre
453601,ST GEORGES ROAD CHILD INTERVENTION CENTRE,21,ST GEORGES ROAD,,BARNSTAPLE,DEVON,EX32 7AU,72.00,256337.00,133792.00,Barnstaple CP,NORTH DEVON,Childrens Services,Freehold,Offices
453701,STICKLEPATH CHILDRENS CENTRE,,WOODVILLE ESTATE,STICKLEPATH,BARNSTAPLE,DEVON,EX31 2HH,355.00,254176.00,132513.00,Fremington CP,NORTH DEVON,Childrens Services,Freehold but entirely leased off by others,Childrens Centre
453801,MOORS EDGE CHILDRENS CENTRE,,MUSKET ROAD,HEATHFIELD,NEWTON ABBOT,DEVON,TQ12 6SB,88.00,282980.00,75484.00,Bovey Tracey CP,TEIGNBRIDGE,Childrens Services,Leasehold but entirely leased off by others,Childrens Centre
454201,OTTERY ST MARY COMMUNITY HOSPITAL,,KEEGAN CLOSE,,OTTERY ST MARY,DEVON,EX11 1DN,0,308979.00,95288.00,,EAST DEVON,Older People & Physical Disability,Unknown Agreement,Day centre for older people
454301,SOUTH HAMS HOSPITAL,,PLYMOUTH ROAD,,KINGSBRIDGE,DEVON,TQ7 1AT,0,273193.00,44767.00,,SOUTH HAMS,Health & Social Care Partnership,Unknown Agreement,Offices
454401,TOTNES COMMUNITY HOSPITAL & CMHT,,CORONATION ROAD,,TOTNES,DEVON,TQ9 5GH,0,280491.00,60565.00,,SOUTH HAMS,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
454501,SEATON COMMUNITY HOSPITAL,,VALLEY VIEW ROAD,,SEATON,DEVON,EX12 2UU,0,324448.00,90784.00,,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
454601,SIDMOUTH VICTORIA COMMUNITY HOSPITAL,,ALL SAINTS ROAD,,SIDMOUTH,DEVON,EX10 8EW,0,312519.00,87606.00,,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
454701,BRANNAMS MEDICAL CENTRE,,KILN LANE,BRANNAM SQUARE,BARNSTAPLE,DEVON,EX32 8QB,0,256047.00,132917.00,,NORTH DEVON,Finance & Business Support,Unknown Agreement,Offices
454801,CAEN MEDICAL CENTRE,,CAEN STREET,,BRAUNTON,DEVON,EX33 1LR,0,248681.00,136451.00,,NORTH DEVON,Finance & Business Support,Unknown Agreement,Offices
454901,FREMINGTON MEDICAL CENTRE,11/13,BEARDS ROAD,FREMINGTON,BARNSTAPLE,DEVON,EX31 2PG,0,251402.00,132354.00,,NORTH DEVON,Finance & Business Support,Unknown Agreement,Offices
455001,LITCHDON MEDICAL CENTRE,,LANDKEY ROAD,,BARNSTAPLE,DEVON,EX33 9BZ,0,257045.00,132007.00,,NORTH DEVON,Finance & Business Support,Unknown Agreement,Offices
455101,NORTH DEVON DEER PARK ROAD HOSPICE - small office,,"DEER PARK, RUNHAM ROAD",NEWPORT,BARNSTAPLE,DEVON,EX32 0HU,0,256995.00,131409.00,,NORTH DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
455201,COURTNEY COMMUNITY TEAM ST JOHNS COURT CENTRE - CORNERSTONES,,ST JOHNS ROAD,WITHYCOMBE RALEIGH,EXMOUTH,DEVON,EX8 4DD,0,301590.00,82352.00,,EAST DEVON,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
455301,DEVON CARE & REPAIR - TORRIDGE,8,COOPER STREET,,BIDEFORD,DEVON,EX39 2DA,0,245440.00,126691.00,,TORRIDGE,Joint Agency Schemes,Unknown Agreement,Offices
455601,BIDEFORD CADDSDOWN RECYCLING CENTRE,,CLOVELLY ROAD,CADDSDOWN INDUSTRIAL ESTATE,BIDEFORD,DEVON,EX39 3QT,,243437.00,125250.00,Bideford CP,TORRIDGE,"Waste, Engineering & Transport",Freehold but entirely leased off by others,Waste disposal facility
456001,HEATHFIELD LANDFILL AND RECYCLING CENTRE,,JOHN ACRES LANE,KINGSTEIGNTON,NEWTON ABBOT,DEVON,TQ13 3GP,,286123.00,74880.00,,TEIGNBRIDGE,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
456101,KINGSKERSWELL DAY CENTRE,,SCHOOL ROAD,KINGSKERSWELL,NEWTON ABBOT,DEVON,TQ12 5DJ,0,287866.00,67871.00,,TEIGNBRIDGE,Older People & Physical Disability,Unknown Agreement,Day centre for older people
456201,TOTNES (DAISY) CHILDRENS CENTRE,,PATHFIELDS,,TOTNES,DEVON,TQ9 5TZ,537.90,280975.00,60070.00,Totnes CP,SOUTH HAMS,Childrens Services,Freehold but entirely leased off by others,Childrens Centre
456301,SOUTH MOLTON & DISTRICT CHILDRENS CENTRE,,MILL STREET,,SOUTH MOLTON,DEVON,EX36 4AS,147.00,271575.00,125690.00,South Molton CP,NORTH DEVON,Childrens Services,Leasehold but entirely leased off by others,Childrens Centre
456401,PRINCETOWN LIBRARY,,,PRINCETOWN,YELVERTON,DEVON,PL20 6QE,67.00,258922.00,73684.00,Dartmoor Forest CP,WEST DEVON,Library & Information Services,Leasehold,Library
456601,ACTIVE SPORTS PARTNERSHIP EXETER UNIVERSITY SPORTS HALL,,STOCKER ROAD,,EXETER,DEVON,EX4 4QN,,291613.00,94203.00,,EXETER,Childrens Services,Unknown Agreement,Offices
457801,VOYAGERS SNAPPER PRU,,COLLARDS BRIDGE,SNAPPER,BARNSTAPLE,DEVON,EX32 7JY,34.00,259327.00,135431.00,,NORTH DEVON,Education Schools,Hiring Agreement,Pupil Referral Unit
458201,WOLBOROUGH HOSPITAL & IVYCROFT AND BRUNEL LODGE UNITS,,OLD TOTNES ROAD,,NEWTON ABBOT,DEVON,TQ12 6AA,0,285223.00,70252.00,,TEIGNBRIDGE,Devon Partnership Trust - CMHT,Health Authority Freehold,Day centre for mentally ill
458301,KENNFORD PLAYBOX PRE-SCHOOL UNIT-OLD TEIGNBRIDGE DEPOT,,BEERS TERRACE,KENNFORD,EXETER,DEVON,EX6 7TJ,,291443.00,86606.00,,TEIGNBRIDGE,Childrens Services,Non DCC building,Financial Contribution Property
458601,PROPOSED OKEHAMPTON EAST PRIMARY SCHOOL,,BALDWIN DRIVE,EXETER ROAD,OKEHAMPTON,DEVON,WX20 1UP,,259936.00,95669.00,Okehampton Hamlets CP,WEST DEVON,Education Administration,Proposed Development,Proposed new property
458901,EXETER SCIENCE PARK,,HONITON ROAD,REDHAYES,EXETER,DEVON,EX5 2AN,,297170.00,93395.00,Broad Clyst CP,EAST DEVON,Planning Economy & Transport,Freehold,Industrial Development
459001,HOLSWORTHY CHILDRENS CENTRE,,Off SANDERS LANE,GREAT OAK MEADOW,HOLSWORTHY,DEVON,EX22 6EX,188.00,234210.00,104258.00,Holsworthy CP,TORRIDGE,Childrens Services,Freehold but entirely leased off by others,Childrens Centre
459201,THE GRECIAN CENTRE,,,ST JAMES PARK,EXETER,DEVON,EX4 6PX,0,292711.00,93419.00,,EXETER,Education Administration,Partnership,Outdoor Education Centre
459701,DUCHY SQUARE CENTRE FOR CREATIVITY,,THE SQUARE,PRINCETOWN,YELVERTON,DEVON,PL20 6QE,770.00,259066.00,73517.00,Dartmoor Forest CP,WEST DEVON,Planning Economy & Transport,Leasehold,Held for an agreed Community use
460001,THE REAL McCAF ILFRACOMBE,,LEE PLACE,,ILFRACOMBE,DEVON,EX34 9BQ,73.00,252095.00,147811.00,Ilfracombe CP,NORTH DEVON,Youth services,Leasehold,Integrated Youth Support Centre
460201,LYNTON HAYLOFT YOUTH CLUB,,BAKERS COURT LANE,LEE ROAD,LYNTON,DEVON,EX35 6BS,0,271693.00,149417.00,Lynton and Lynmouth CP,NORTH DEVON,Youth services,Non DCC building,Integrated Youth Support Centre
460401,KINGSBRIDGE AREA CHILDRENS CENTRE,,BELLE CROSS ROAD,,KINGSBRIDGE,DEVON,TQ7  1NL,174.20,273986.00,44570.00,Kingsbridge CP,SOUTH HAMS,Childrens Services,Freehold but entirely leased off by others,Childrens Centre
460501,COACH ROAD RANGERS COMPOUND,,COACH ROAD,CROSS PARK,NEWTON ABBOT,DEVON,TQ12 1EW,0,285979.00,70262.00,,TEIGNBRIDGE,Childrens Services,Leasehold,Depot / storage block
460701,SOUTH MOLTON INTEGRATED YOUTH CENTRE,,NEW ROAD,,SOUTH MOLTON,DEVON,EX36 4AX,350.60,271653.00,125596.00,South Molton CP,NORTH DEVON,Youth services,Leasehold,Youth resource centre
460801,EXETER COMMUNITY ENABLING TEAM,2,EATON DRIVE,NEWTOWN,EXETER,DEVON,EX1 1UF,0,292661.00,92738.00,Exeter,EXETER,Learning Disability,Licence,Learning disabilities centre
460901,CULM VALLEY INTEGRATED CENTRE FOR HEALTH-,,WILLAND ROAD,,CULLOMPTON,DEVON,EX15 1FE,,302091.00,108121.00,,MID DEVON,Health & Social Care Partnership,Non DCC building,Health centre
461201,YORK ROAD PLAYLINES OFFICE,14,YORK ROAD,ST SIDWELLS,EXETER,DEVON,EX4 6PG,,292444.00,93282.00,,EXETER,Childrens Services,Unknown Agreement,Offices
461301,ONE CAPITAL COURT,,BITTERN ROAD,SOWTON ESTATE,EXETER,DEVON,EX2 7FW,1037.00,296394.00,92570.00,Exeter,EXETER,Education Administration,Leasehold,Offices
461501,WARREN FARM FRONTIERS CENTRE,,,KENTISBEARE,CULLOMPTON,DEVON,EX15 2BR,215.00,306807.00,107844.00,Kentisbeare CP,MID DEVON,Education Schools,Leasehold,Pupil Referral Unit
461601,DAWLISH INTEGRATED YOUTH CENTRE,,SANDY LANE,,DAWLISH,DEVON,EX7 0AF,1033.70,296699.00,77365.00,Dawlish CP,TEIGNBRIDGE,Youth services,Leasehold,Integrated Youth Support Centre
461701,CHULMLEIGH INTEGRATED YOUTH CENTRE,,BEACON ROAD,,CHULMLEIGH,DEVON,EX18 7AA,259.40,268755.00,114784.00,Chulmleigh CP,NORTH DEVON,Youth services,Freehold,Youth resource centre
462101,BARNSTAPLE MIDWAY INDEPENDENT LIVING SKILLS UNIT,5,EBBERLY LAWN,,BARNSTAPLE,DEVON,EX32 7DH,0,256291.00,133264.00,Barnstaple CP,NORTH DEVON,Learning Disability,Leasehold,Learning disabilities centre
462201,HONITON JERRARD CLOSE INDEPENDENT LIVING SKILLS UNIT,28,JERRARD CLOSE,,HONITON,DEVON,EX14 1EF,0,316334.00,100452.00,Honiton CP,EAST DEVON,Learning Disability,Licence,Learning disabilities centre
462301,PRINCETOWN CHILDRENS CENTRE,,HESSARY TERRACE,PRINCETOWN,YELVERTON,DEVON,PL20 6RF,312.00,258908.00,73689.00,Dartmoor Forest CP,WEST DEVON,Childrens Services,Memo of Arrangement / User Agreement,Childrens Centre
462401,BLUECOAT CHILDRENS CENTRE,,BOROUGH ROAD,,TORRINGTON,DEVON,EX38 7NU,541.00,250041.00,119150.00,Great Torrington CP,TORRIDGE,Childrens Services,Freehold,Childrens Centre
462701,MONTGOMERY PRIMARY SCHOOL,,REDVERS ROAD,ST THOMAS,EXETER,DEVON,EX4  1BS,2791.00,291004.00,92091.00,Exeter,EXETER,Education Schools,Freehold,Primary school
462901,THE BANK YOUTH PROJECT - ASHBURTON,10,EAST STREET,,ASHBURTON,DEVON,TQ13 7AA,0,275639.00,69895.00,Ashburton CP,TEIGNBRIDGE,Youth services,Partnership,Integrated Youth Support Centre
463501,NEWTON ABBOT COMMUNITY HOSPITAL,,JETTY MARSH ROAD,,NEWTON ABBOT,DEVON,TQ12 2SL,0,285846.00,72290.00,,TEIGNBRIDGE,Health & Social Care Partnership,Partnership,Hospital
463601,DEVON INTEGRATION SUPPORT SERVICES EXETER,UNIT1A,CHANCEL LANE,PINBROOK INDUSTRIAL ESTATE,EXETER,DEVON,EX4 8JU,161.00,295652.00,94226.00,Exeter,EXETER,Childrens Services,Leasehold,Offices
464101,LAND R/O ST SAVIOURS SITE OTTERY ST MARY,,OLD STATION YARD,EXETER ROAD,OTTERY ST MARY,DEVON,EX11 1RE,,309287.00,95180.00,Ottery St. Mary CP,EAST DEVON,"Waste, Engineering & Transport",Freehold but entirely leased off by others,Held for an agreed Community use
464201,NEWTON ABBOT ESTUARY HOUSE OFFICES,,COLLETT WAY,BRUNEL INDUSTRIAL ESTATE,NEWTON ABBOT,DEVON,TQ12 4PH,1834.00,287288.00,71543.00,Newton Abbot CP,TEIGNBRIDGE,Finance & Business Support,Leasehold,Offices
464301,DELAMORE PARK LEARNING DISABILITY TEAM OFFICES,UNIT 4 & 5,DELAMORE PARK,CORNWOOD,IVYBRIDGE,DEVON,PL21 9QP,295.00,260352.00,59513.00,Cornwood CP,SOUTH HAMS,Learning Disability,Leasehold,Offices
464401,GREAT TORRINGTON PRE SCHOOL UNIT,,GAS LANE,,GREAT TORRINGTON,DEVON,EX38 7BE,174.70,249643.00,119393.00,Great Torrington CP,TORRIDGE,Childrens Services,Leasehold but entirely leased off by others,Pre School
464901,NORTH TAWTON YOUTH CENTRE,,BARTON STREET,,NORTH TAWTON,DEVON,EX20 2HJ,0,266333.00,101492.00,,WEST DEVON,Youth services,Unknown Agreement,Integrated Youth Support Centre
465001,BUCKLAND AND MILBER  YOUTH CENTRE,,GILBERT STREET,BUCKLAND,NEWTON ABBOT,DEVON,TQ12 4HS,0,287343.00,71244.00,,TEIGNBRIDGE,Youth services,Unknown Agreement,Integrated Youth Support Centre
465101,THE BUNGALOW YOUTH CENTRE - BUCKFASTLEIGH,,VICTORIA PARK LODGE,PLYMOUTH ROAD,BUCKFASTLEIGH,DEVON,TQ11 0DB,0,273828.00,65970.00,,TEIGNBRIDGE,Youth services,Unknown Agreement,Integrated Youth Support Centre
465201,BUDLEIGH SALTERTON YOUTH CLUB,,MOOR LANE,,BUDLEIGH SALTERTON,DEVON,EX9 6QE,0,305858.00,82612.00,,EAST DEVON,Youth services,Unknown Agreement,Integrated Youth Support Centre
465401,YEALMPTON YOUTH CLUB,,FORD ROAD,YEALMPTON,PLYMOUTH,DEVON,PL8 2NA,0,258009.00,51519.00,,SOUTH HAMS,Youth services,Unknown Agreement,Integrated Youth Support Centre
465501,PRINCETOWN YOUTH CLUB,,TWO BRIDGES ROAD,PRINCETOWN,YELVERTON,DEVON,PL20 6QS,0,259121.00,73503.00,,WEST DEVON,Youth services,Unknown Agreement,Integrated Youth Support Centre
466001,LAND AT LAMBETH WALK DAWLISH,,LAMBETH WALK,WESTCLIFFE ROAD,DAWLISH,DEVON,EX7  9EN,,295607.00,76459.00,Dawlish CP,TEIGNBRIDGE,Education Administration,Freehold,Surplus 12 months
466301,OTTERY ST MARY CHILDRENS CENTRE,4,TIP HILL,,OTTERY ST MARY,DEVON,EX11 1BE,117.10,309902.00,95341.00,Ottery St. Mary CP,EAST DEVON,Childrens Services,Freehold but entirely leased off by others,Childrens Centre
466401,BERE ALSTON TO TAVISTOCK RAILWAY-,,,SHILLAMILL,TAVISTOCK,DEVON,PL19 8JR,,244033.00,67456.00,,WEST DEVON,Planning Economy & Transport,Freehold,Held for an agreed Community use
